codeInseeImmo,valeur_moyenne_fonciere,local_total,local_maison,local_appart
70347,1451,4,4,0
70155,979,3,3,0
70489,2183,3,3,0
70217,2759,2,2,0
70222,1656,1,1,0
70261,2030,3,1,2
70167,1015,2,1,1
70243,490,2,2,0
70101,1179,3,3,0
70553,825,3,3,0
70248,2929,12,12,0
70035,943,1,1,0
70338,295,3,3,0
70171,911,2,2,0
70165,512,2,2,0
70233,142,1,1,0
70339,1908,8,3,5
70257,1052,3,3,0
70353,2149,2,2,0
70513,1905,7,7,0
70467,1014,22,2,20
70256,1852,2,2,0
70371,267,1,1,0
70055,1287,3,3,0
70096,1355,2,2,0
70334,1708,4,3,1
70253,1241,2,2,0
70260,1623,1,1,0
70085,1852,1,1,0
70472,817,1,1,0
70267,1312,1,1,0
70430,777,2,2,0
70399,176,1,1,0
70492,745,4,4,0
70228,1036,4,4,0
70104,1966,6,5,1
70258,1307,3,3,0
70196,1842,1,1,0
70236,1447,3,3,0
70097,1579,3,3,0
70521,1712,1,1,0
70220,1086,3,3,0
70447,2182,4,3,1
70219,1482,4,4,0
70404,662,2,2,0
70120,1601,12,10,2
70247,1269,1,1,0
70548,125,2,2,0
70164,2027,1,1,0
70079,1276,1,1,0
70486,305,1,1,0
70427,1232,2,2,0
70361,951,4,4,0
70295,975,2,2,0
70577,1027,1,1,0
70081,1667,1,1,0
70095,517,2,2,0
70428,1036,2,2,0
70405,833,1,1,0
70459,683,1,1,0
70484,1500,1,1,0
70109,1836,4,2,2
70530,694,1,1,0
70221,1111,2,2,0
70419,560,1,1,0
70406,223,3,3,0
70569,462,2,2,0
70541,410,1,1,0
70240,1011,4,4,0
70107,1733,1,1,0
70557,1087,1,1,0
70036,2677,2,2,0
70415,620,1,1,0
70376,893,3,3,0
70342,875,1,1,0
70198,1016,3,3,0
70332,373,2,2,0
70262,1433,1,1,0
70344,1485,2,2,0
70259,1523,4,1,3
70093,1024,4,4,0
70292,1244,8,7,1
70477,1232,2,2,0
70413,1566,2,2,0
70185,1715,2,2,0
70518,870,1,1,0
70242,784,1,1,0
70505,1686,1,1,0
70416,1089,1,1,0
70143,1227,2,1,1
70231,568,1,1,0
70368,356,1,1,0
70166,1260,1,1,0
70031,1247,4,4,0
70180,1265,1,1,0
70460,1753,3,1,2
70336,1358,2,2,0
70439,2026,3,3,0
70011,669,1,1,0
70435,639,4,4,0
70014,400,1,1,0
70561,986,3,3,0
70137,1062,2,2,0
70162,2211,1,1,0
70328,1788,1,1,0
70083,20,1,1,0
70250,1743,3,3,0
70357,1535,2,2,0
70080,1142,2,2,0
70111,1401,2,2,0
70127,214,1,1,0
70575,2465,6,6,0
70121,2099,3,3,0
70456,526,1,1,0
70004,1883,3,0,3
70407,3657,1,1,0
70006,2822,11,11,0
70579,1338,1,1,0
70089,765,1,1,0
70205,1012,1,1,0
70062,1651,2,2,0
70045,2241,3,1,2
70321,1762,2,2,0
70046,1061,1,1,0
70287,6318,1,1,0
70312,2436,2,2,0
70506,3226,2,2,0
70286,1862,1,1,0
70572,629,2,2,0
70182,716,1,1,0
70470,533,1,1,0
70181,1179,1,1,0
70216,2569,2,2,0
70331,1424,3,3,0
70500,864,1,1,0
70224,2299,1,1,0
70227,494,2,1,1
70176,550,2,2,0
70350,1191,3,3,0
70168,298,1,1,0
70488,107,1,1,0
70213,1205,1,1,0
70402,740,2,2,0
70453,2414,1,1,0
70264,1084,2,2,0
70277,2012,2,2,0
70487,1508,2,2,0
70284,1177,1,1,0
70197,916,4,3,1
70291,1099,4,4,0
70297,394,2,2,0
70520,751,1,1,0
70100,219,1,1,0
70280,916,2,2,0
70084,1888,1,1,0
70418,1530,1,1,0
70271,864,3,3,0
70057,1753,2,2,0
70479,3014,4,4,0
70025,455,1,1,0
70523,1120,2,2,0
70251,857,1,1,0
70442,1015,5,5,0
70269,720,1,1,0
70366,217,2,2,0
70363,10333,9,0,9
70215,1587,2,2,0
70378,1459,3,2,1
70024,2224,5,1,4
70517,1698,3,3,0
70322,2322,2,2,0
70494,1081,1,1,0
70444,940,2,2,0
70039,1610,2,2,0
70018,660,1,1,0
70254,1571,2,2,0
70373,656,3,3,0
70282,414,1,1,0
70431,2851,1,1,0
70393,668,1,1,0
70457,2307,1,1,0
70214,706,1,1,0
70272,408,1,1,0
70048,1177,2,2,0
70159,817,1,1,0
70275,1292,2,2,0
70112,1391,1,1,0
70169,650,1,1,0
70493,2500,1,1,0
70009,441,1,1,0
70437,1159,1,1,0
70017,1120,2,2,0
70102,2036,2,2,0
70320,2263,2,2,0
70094,1071,2,2,0
70206,1293,3,3,0
70193,1575,2,2,0
70190,1362,3,3,0
70498,990,2,2,0
70583,583,1,1,0
70289,800,1,1,0
70581,2018,1,1,0
70558,1061,1,1,0
70268,2084,1,1,0
70149,2250,2,2,0
70562,1314,1,1,0
70563,2426,2,2,0
70115,1018,1,1,0
70455,2068,1,1,0
70515,2407,1,1,0
70113,1455,1,1,0
71135,2273,1,1,0
71270,6880,27,5,22
71366,1235,1,1,0
71543,1153,8,3,5
71105,2507,10,6,4
71550,3667,3,3,0
71494,3246,2,2,0
71497,2285,2,2,0
71289,1962,1,1,0
71547,2510,1,1,0
71050,4637,1,1,0
71373,2380,3,3,0
71074,1369,2,1,1
71134,500,1,1,0
71250,2206,1,1,0
71316,1325,2,2,0
71090,3177,3,3,0
71032,3612,3,3,0
71030,2222,1,1,0
71470,1750,1,1,0
71267,678,1,1,0
71169,2187,5,0,5
71178,726,2,2,0
71487,3498,1,1,0
71145,2578,1,1,0
71417,1865,2,2,0
71150,791,1,1,0
71566,1514,4,2,2
71076,3425,148,21,127
71010,958,5,5,0
71390,1051,12,12,0
71181,2438,1,1,0
71064,1221,3,3,0
71306,1234,57,34,23
71499,1413,21,21,0
71040,1312,36,32,4
71486,1520,32,32,0
71522,1563,4,4,0
71558,1494,1,1,0
71118,1688,18,15,3
71047,1316,41,25,16
71479,1529,3,3,0
71059,2000,13,13,0
71263,1656,19,9,10
71157,2031,1,1,0
71106,2867,27,14,13
71570,1125,1,1,0
71509,1170,3,3,0
71154,3247,15,15,0
71137,1420,2,0,2
71355,1287,5,5,0
71120,2580,23,7,16
71342,1452,38,21,17
71282,1495,11,5,6
71014,1448,115,49,66
71584,1364,2,2,0
71388,1370,6,6,0
71291,1403,7,6,1
71567,1900,1,1,0
71158,46422,3,3,0
71371,2520,1,1,0
71024,1333,1,1,0
71200,2104,4,4,0
71346,994,9,9,0
71459,2554,2,2,0
71176,1361,52,29,23
71256,881,3,3,0
71214,906,2,2,0
71345,2746,2,2,0
71309,995,9,9,0
71132,796,11,9,2
71209,1007,4,4,0
71097,260,1,1,0
71092,1633,3,3,0
71318,1157,3,3,0
71071,538,3,3,0
71528,1191,4,4,0
71283,2519,1,1,0
71187,1267,8,8,0
71310,2004,10,7,3
71442,2995,9,4,5
71336,3685,14,9,5
71215,2492,8,8,0
71320,2393,4,3,1
71378,1158,5,3,2
71329,1096,5,4,1
71445,1871,13,9,4
71294,4111,8,6,2
71512,1612,6,5,1
71189,1321,2,2,0
71171,676,1,1,0
71398,1306,2,2,0
71262,1992,2,2,0
71269,1416,6,5,1
71204,1469,4,4,0
71456,1486,5,5,0
71274,1362,6,6,0
71109,2377,1,1,0
71221,2103,8,8,0
71475,1624,10,7,3
71426,767,3,3,0
71241,873,1,1,0
71555,1597,4,4,0
71462,513,1,1,0
71465,1044,1,1,0
71005,556,1,0,1
71477,509,2,2,0
71073,2023,9,6,3
71202,1877,6,6,0
71019,1902,1,1,0
71277,2771,2,2,0
71577,2250,2,2,0
71219,1567,4,4,0
71249,1800,2,2,0
71193,1511,1,1,0
71374,2404,2,2,0
71170,2397,5,5,0
71321,1858,1,1,0
71504,1017,1,1,0
71131,2167,5,5,0
71081,2078,6,5,1
71443,2114,2,2,0
71247,1090,1,1,0
71412,1067,1,1,0
71070,2772,3,3,0
71222,2000,2,2,0
71296,1272,3,3,0
71402,1606,1,1,0
71004,1858,7,7,0
71404,2450,5,5,0
71245,2133,2,2,0
71548,822,1,1,0
71107,921,1,1,0
71252,906,1,1,0
71253,2317,4,4,0
71159,1463,1,1,0
71501,2104,1,1,0
71444,786,1,1,0
71124,1532,1,1,0
71447,2588,2,2,0
71167,1310,3,3,0
71333,1656,4,4,0
71052,1669,1,1,0
71502,2347,1,1,0
71392,1180,1,1,0
71119,589,1,0,1
71455,1971,1,1,0
71585,3560,1,1,0
71104,1148,1,1,0
71201,800,1,1,0
71420,2176,2,2,0
71328,1800,1,1,0
71498,2031,1,1,0
71002,2518,3,3,0
71428,2313,2,2,0
71434,1506,2,1,1
71327,2135,6,6,0
71133,1369,16,7,9
71088,1031,8,8,0
71230,1002,25,21,4
71238,1055,6,6,0
71141,2272,5,5,0
71356,1186,6,6,0
71276,5690,14,14,0
71510,1294,4,4,0
71561,1448,3,3,0
71268,528,1,1,0
71433,2235,3,3,0
71340,1119,13,11,2
71179,1509,2,2,0
71148,1299,14,14,0
71041,1344,2,2,0
71339,1882,2,2,0
71218,1414,11,11,0
71334,2150,8,6,2
71542,1115,10,10,0
71437,1522,5,5,0
71323,876,2,2,0
71077,1019,2,2,0
71231,1238,5,4,1
71500,1441,2,2,0
71337,2310,1,1,0
71557,1053,4,4,0
71242,1683,7,7,0
71155,286,2,2,0
71325,1143,4,4,0
71185,1062,3,3,0
71559,1321,1,1,0
71552,1614,6,6,0
71565,2250,4,4,0
71394,961,5,5,0
71279,1915,1,1,0
71564,1341,4,2,2
71590,6875,2,2,0
71533,881,4,4,0
71127,1689,1,1,0
71358,3151,2,2,0
71588,957,1,1,0
71463,1499,4,4,0
71212,1164,9,7,2
71110,1145,3,3,0
71095,826,9,5,4
71025,1466,5,5,0
71589,1296,1,1,0
71408,2024,3,3,0
71301,1261,2,2,0
71330,858,2,2,0
71075,947,1,1,0
71490,1254,5,5,0
71361,846,1,1,0
71006,1449,2,2,0
71446,1221,5,5,0
71021,4170,3,3,0
71348,611,2,2,0
71415,2496,1,1,0
71370,1460,4,4,0
71022,1856,3,3,0
71111,1556,2,2,0
71586,2195,4,4,0
71399,2824,5,2,3
71307,1103,1,1,0
71123,1234,1,1,0
71529,1215,1,1,0
71451,1182,1,1,0
71086,782,2,2,0
71285,8308,2,2,0
71354,1104,3,3,0
71203,1435,1,1,0
71281,1342,1,1,0
71229,768,1,1,0
71524,1761,1,1,0
71554,1081,1,1,0
71553,1082,2,2,0
71275,862,2,0,2
71273,1733,1,1,0
71439,2407,2,2,0
71473,836,1,1,0
71153,1830,183,47,136
71038,1614,8,8,0
71424,473,2,2,0
71190,700,24,21,3
71009,1783,17,17,0
71184,1750,2,2,0
71239,789,12,12,0
71540,940,9,8,1
71165,729,7,7,0
71129,2991,8,8,0
71496,1509,3,3,0
71191,1184,2,2,0
71493,590,4,4,0
71531,1175,5,5,0
71192,1159,9,9,0
71183,2144,2,2,0
71149,1591,13,10,3
71162,1339,3,3,0
71237,835,9,9,0
71530,743,8,8,0
71474,1522,1,1,0
71468,1614,6,6,0
71063,1309,7,7,0
71376,565,4,4,0
71062,1402,2,2,0
71482,2036,3,3,0
71368,926,1,1,0
71413,1420,2,2,0
71020,844,2,2,0
71098,1780,6,6,0
71297,2392,7,3,4
71347,1894,2,2,0
71096,711,3,3,0
71480,1513,7,7,0
71438,970,4,4,0
71450,494,2,2,0
71188,1546,1,1,0
71227,1526,4,4,0
71431,570,2,2,0
71472,1312,4,4,0
71322,1500,1,1,0
71313,2572,5,5,0
71440,1014,3,3,0
71464,880,1,1,0
71535,1379,3,3,0
71151,554,1,1,0
71223,1405,3,3,0
71174,1246,3,3,0
71142,2092,1,1,0
71407,4135,4,4,0
71251,1573,1,1,0
71122,1245,2,2,0
71140,491,2,2,0
71349,635,1,1,0
71539,2871,1,1,0
71015,1836,2,2,0
71409,600,1,1,0
71537,426,2,2,0
71319,2896,2,0,2
71056,1357,6,6,0
71419,1463,4,4,0
71401,1275,4,4,0
71018,1084,2,2,0
71484,1375,3,3,0
71516,1296,3,3,0
71295,1190,5,5,0
71506,1614,6,4,2
71246,1879,2,2,0
71093,2117,3,3,0
71396,374,2,2,0
71044,1466,2,2,0
71177,1875,1,1,0
71379,1862,3,3,0
71079,2768,6,0,6
71489,1121,2,2,0
71410,1216,2,2,0
71351,891,3,2,1
71357,1050,1,1,0
71365,1433,1,1,0
71207,2078,2,2,0
71175,695,1,1,0
71326,949,2,2,0
72232,1582,5,5,0
72181,3305,1568,661,907
72038,2013,13,12,1
72350,1733,39,39,0
72094,1356,7,7,0
72114,1228,6,6,0
72196,1247,13,13,0
72329,2003,36,36,0
72101,2739,16,16,0
72071,1406,110,96,14
72177,1702,8,8,0
72386,3930,62,57,5
72373,4778,39,34,5
72176,1297,46,41,5
72179,1520,44,41,3
72213,2006,43,43,0
72061,1282,17,17,0
72127,1844,22,22,0
72346,1778,29,27,2
72174,919,4,4,0
72339,855,2,2,0
72075,3062,26,26,0
72153,4087,9,9,0
72051,1639,22,22,0
72058,2246,67,65,2
72024,1753,29,27,2
72008,2073,51,51,0
72021,1044,11,11,0
72019,1279,6,6,0
72305,867,6,6,0
72264,2613,100,65,35
72001,1567,5,5,0
72180,2875,74,57,17
72280,1732,24,24,0
72290,1885,31,31,0
72104,1490,8,8,0
72269,1716,50,36,14
72141,1523,12,12,0
72189,1298,50,50,0
72270,1114,4,4,0
72262,1176,34,34,0
72369,3075,15,15,0
72067,940,7,7,0
72198,2355,21,21,0
72364,1431,18,18,0
72249,3527,9,9,0
72168,1744,24,21,3
72129,1829,5,5,0
72026,1810,20,20,0
72150,1566,11,11,0
72118,1808,21,21,0
72161,3403,9,9,0
72217,1951,24,24,0
72241,1839,37,35,2
72013,1400,40,39,1
72363,1757,18,17,1
72133,2371,18,18,0
72267,1877,9,9,0
72308,2145,15,13,2
72115,1256,16,16,0
72105,1328,10,10,0
72167,2258,9,9,0
72359,2209,13,13,0
72042,1220,18,18,0
72212,1635,16,12,4
72205,1744,13,13,0
72376,1349,11,11,0
72080,1687,15,15,0
72124,1714,61,57,4
72103,1323,20,20,0
72154,2472,130,97,33
72119,1812,14,14,0
72303,1501,10,10,0
72003,1391,74,39,35
72260,2135,32,30,2
72039,1514,43,40,3
72287,1905,30,27,3
72175,2416,21,21,0
72065,2316,26,26,0
72271,1518,10,10,0
72366,912,6,6,0
72344,1792,21,21,0
72158,1700,13,13,0
72084,1578,11,10,1
72096,1368,15,15,0
72195,1719,17,14,3
72357,1342,13,13,0
72353,1317,3,3,0
72276,1508,38,38,0
72163,1065,7,7,0
72132,1998,77,50,27
72300,1621,20,20,0
72345,1816,3,3,0
72035,460,60,41,19
72143,1589,21,21,0
72113,1968,12,12,0
72139,1275,4,4,0
72160,1146,12,12,0
72219,1932,13,13,0
72253,1646,21,21,0
72333,1825,5,5,0
72062,780,5,5,0
72002,1435,2,2,0
72328,2283,25,25,0
72089,4244,24,17,7
72289,1580,15,15,0
72310,2393,18,18,0
72226,1538,12,12,0
72381,1617,11,11,0
72095,7880,83,30,53
72045,1421,7,7,0
72312,1303,3,3,0
72231,1735,72,72,0
72197,1247,6,4,2
72367,1522,13,13,0
72165,1913,28,28,0
72123,4738,6,6,0
72170,1177,5,5,0
72155,1970,19,19,0
72321,1456,11,11,0
72185,1431,17,17,0
72050,3874,40,37,3
72146,1978,24,24,0
72378,1445,16,16,0
72360,2346,3,3,0
72302,1202,2,2,0
72307,1377,5,5,0
72087,1275,7,7,0
72077,1626,12,12,0
72183,990,17,16,1
72244,1813,38,20,18
72060,853,3,3,0
72068,1799,21,17,4
72135,1243,8,6,2
72385,1630,14,14,0
72138,1680,44,38,6
72337,920,11,11,0
72336,1756,9,9,0
72320,2524,24,24,0
72016,1520,27,27,0
72191,2273,45,38,7
72278,1255,15,12,3
72201,880,2,2,0
72182,1332,19,19,0
72044,1321,3,3,0
72331,1378,7,7,0
72358,1509,14,14,0
72078,882,6,6,0
72349,1546,13,13,0
72059,2262,13,13,0
72314,1083,5,5,0
72248,1207,20,20,0
72291,1493,18,18,0
72261,1104,2,2,0
72193,796,8,8,0
72028,1177,4,4,0
72325,982,12,12,0
72052,1752,16,16,0
72215,821,10,10,0
72137,1154,35,35,0
72257,3128,7,7,0
72377,1719,8,8,0
72171,1286,2,2,0
72382,823,9,9,0
72243,1265,27,27,0
72054,2102,13,13,0
72228,1103,9,9,0
72156,2188,10,10,0
72040,1286,3,3,0
72046,1446,21,21,0
72023,1850,34,34,0
72220,2102,14,11,3
72029,1398,22,22,0
72343,978,6,6,0
72275,1861,9,9,0
72334,1151,26,19,7
72229,848,15,15,0
72230,1392,14,14,0
72009,1172,6,6,0
72031,1880,10,10,0
72122,1278,8,8,0
72090,1838,30,27,3
72194,1871,4,4,0
72006,4502,22,17,5
72187,3141,23,20,3
72315,1329,8,7,1
72211,1342,9,9,0
72256,1038,3,3,0
72370,754,7,7,0
72295,1304,13,13,0
72338,1926,8,8,0
72332,1012,8,8,0
72043,1015,7,7,0
72266,1108,10,10,0
72011,1161,7,7,0
72056,1940,10,10,0
72186,1266,6,6,0
72200,2128,24,24,0
72121,1445,6,6,0
72010,1149,6,6,0
72093,1500,15,15,0
72144,1123,12,12,0
72102,753,2,2,0
72147,1833,11,11,0
72025,2288,15,15,0
72100,2101,4,4,0
72204,1335,10,10,0
72169,2184,10,10,0
72268,1738,3,3,0
72323,1030,3,3,0
72172,1856,12,12,0
72306,1592,12,12,0
72383,969,2,2,0
72252,1502,20,20,0
72053,1975,7,7,0
72173,1621,8,8,0
72107,1842,3,3,0
72047,1558,21,21,0
72326,1047,4,4,0
72273,1354,2,2,0
72330,807,7,6,1
72109,238,1,1,0
72255,499,4,4,0
72012,741,2,2,0
72247,8273,20,11,9
72368,752,3,3,0
72020,1313,11,11,0
72048,1576,6,6,0
72223,1646,30,30,0
72073,2503,16,16,0
72294,1813,10,10,0
72282,875,5,5,0
72178,1380,1,1,0
72209,1314,2,2,0
72299,1405,23,23,0
72324,1228,15,15,0
72149,3510,14,14,0
72239,991,7,7,0
72005,1307,13,13,0
72361,996,8,8,0
72088,2454,4,4,0
72251,891,6,6,0
72157,1622,5,5,0
72134,1620,8,8,0
72341,633,1,1,0
72380,1469,7,7,0
72112,1523,3,3,0
72022,1197,9,9,0
72292,898,1,1,0
72128,1015,5,5,0
72070,1003,3,3,0
72340,1605,12,12,0
72110,1803,5,5,0
72309,2262,11,11,0
72027,1344,10,10,0
72106,1540,8,8,0
72085,809,4,4,0
72218,3114,10,10,0
72130,2015,3,3,0
72151,1547,14,14,0
72221,561,3,3,0
72036,1586,8,8,0
72192,843,6,6,0
72296,1465,11,11,0
72245,1797,6,6,0
72317,1021,5,5,0
72072,394,3,3,0
72351,1476,4,4,0
72199,1673,5,5,0
72136,1011,3,3,0
72254,2000,2,2,0
72234,970,5,5,0
72125,908,6,6,0
72152,1006,4,4,0
72208,703,3,3,0
72166,1571,5,5,0
72316,1567,5,5,0
72145,643,2,2,0
72277,1192,3,3,0
72374,355,2,2,0
72210,557,4,4,0
72111,1906,2,2,0
72049,1609,5,5,0
72222,715,5,5,0
72281,2182,7,7,0
72319,1213,2,2,0
72224,1318,9,7,2
72034,1333,1,1,0
72237,805,10,10,0
72322,1350,5,5,0
72313,1477,6,6,0
72126,1231,8,8,0
72148,1950,4,4,0
72076,1864,5,5,0
72311,1160,1,1,0
72098,888,6,6,0
72225,987,4,4,0
72235,1167,7,7,0
72007,1534,6,6,0
72184,1909,2,2,0
72293,1550,6,6,0
72099,1753,9,9,0
72297,1355,2,2,0
72037,833,3,3,0
72066,2299,2,2,0
72379,507,3,3,0
72356,745,6,6,0
72286,760,1,1,0
72272,1771,4,4,0
72362,1125,3,3,0
72250,261,1,1,0
72131,1257,6,6,0
72216,1272,3,3,0
72335,1590,7,7,0
72041,1626,15,15,0
72265,587,3,3,0
72064,1299,2,2,0
72342,2250,1,1,0
72017,1342,1,1,0
72274,670,1,1,0
72246,1950,2,2,0
72259,1104,5,5,0
72079,2957,2,2,0
72298,839,1,1,0
72202,1062,3,3,0
72375,1435,2,2,0
72032,1138,5,5,0
72327,1586,1,1,0
72355,2166,1,1,0
72347,1108,1,1,0
72015,1369,2,2,0
72091,283,4,4,0
72348,2015,1,1,0
72057,167,2,2,0
73271,3292,6,6,0
73055,5520,18,8,10
73150,6237,220,16,204
73006,4290,82,9,73
73065,5606,596,57,539
73004,22395,24,4,20
73307,3339,47,4,43
73054,4625,132,10,122
73132,10828,46,5,41
73011,2936,242,46,196
73293,2553,5,2,3
73222,6107,35,16,19
73217,3005,4,4,0
73235,3179,52,4,48
73303,2667,43,30,13
73008,5294,461,77,384
73215,2861,53,30,23
73171,2922,28,7,21
73280,3034,31,0,31
73249,4593,23,11,12
73087,4956,54,11,43
73283,2892,5,5,0
73064,5541,69,23,46
73159,3430,10,9,1
73146,3781,6,3,3
73142,4449,16,4,12
73193,3098,7,7,0
73245,2690,12,10,2
73187,2823,43,16,27
73089,2621,11,10,1
73082,2637,2,1,1
73300,5488,32,17,15
73328,5888,21,9,12
73236,2994,55,37,18
73270,4310,45,26,19
73281,4362,3,3,0
73179,3668,71,23,48
73268,1601,7,7,0
73155,4494,21,13,8
73024,4437,42,8,34
73105,2225,12,6,6
73318,2954,73,1,72
73157,2075,84,4,80
73026,2207,4,2,2
73116,3111,55,6,49
73225,3244,16,7,9
73248,2540,58,8,50
73129,1937,9,7,2
73018,2246,7,4,3
73288,3666,18,10,8
73241,13801,10,5,5
73257,7820,152,23,129
73304,15260,65,2,63
73003,4774,50,12,38
73154,2965,20,14,6
73240,3962,2,2,0
73329,4818,13,8,5
73071,9459,21,4,17
73031,3429,41,6,35
73284,7620,15,1,14
73107,3127,11,4,7
73213,4159,66,14,52
73204,2500,30,11,19
73184,5934,6,5,1
73128,4857,29,18,11
73226,2145,12,9,3
73124,5370,21,7,14
73010,4314,65,51,14
73164,3123,9,6,3
73211,4062,5,5,0
73028,2125,2,2,0
73191,3483,18,15,3
73290,3542,51,5,46
73296,53414,167,1,166
73101,1647,2,1,1
73223,2130,7,6,1
73312,5266,6,3,3
73176,13024,49,4,45
73123,6877,19,2,17
73072,2492,3,3,0
73246,2254,3,2,1
73029,3286,30,12,18
73301,5147,9,4,5
73182,5726,23,10,13
73243,3080,13,7,6
73181,1934,29,3,26
73285,4622,20,6,14
73013,2744,31,8,23
73231,2511,15,8,7
73250,1439,11,8,3
73151,3413,25,19,6
73227,35360,119,21,98
73057,15462,27,0,27
73094,8153,14,4,10
73229,3195,6,6,0
73330,2337,28,18,10
73023,3615,11,1,10
73103,4409,22,13,9
73015,16794,92,11,81
73069,2464,12,9,3
73194,2871,18,3,15
73201,4505,7,6,1
73206,8398,36,6,30
73030,7436,15,5,10
73088,4436,7,2,5
73306,6441,55,7,48
73034,5032,14,3,11
73316,2214,3,2,1
73130,2478,17,14,3
73294,1947,4,4,0
73135,2502,6,6,0
73282,3047,10,9,1
73067,2420,12,2,10
73212,7045,26,12,14
73177,2812,3,2,1
73137,10108,49,12,37
73058,3009,12,7,5
73114,6730,34,6,28
73214,2482,2,2,0
73052,1306,1,1,0
73263,4238,5,5,0
73262,5079,14,12,2
73117,827,7,0,7
73027,2695,3,3,0
73205,3039,5,5,0
73197,5402,19,6,13
73178,5113,6,4,2
73086,3403,9,6,3
73261,2336,29,10,19
73051,4669,34,11,23
73096,2996,5,4,1
73121,3672,11,4,7
73278,2697,6,5,1
73104,1524,6,6,0
73109,2002,9,9,0
73085,3024,8,4,4
73322,3128,20,0,20
73100,2471,11,11,0
73076,3180,8,8,0
73267,2688,9,2,7
73224,1529,5,2,3
73059,4108,25,18,7
73286,2210,9,5,4
73237,2697,5,5,0
73186,5436,23,7,16
73219,2152,4,1,3
73232,7441,23,8,15
73138,4211,13,7,6
73141,2989,10,10,0
73061,2909,3,3,0
73095,2619,4,3,1
73021,3283,9,9,0
73043,4098,16,13,3
73106,1752,5,4,1
73274,2296,8,6,2
73074,1852,5,5,0
73317,5171,20,4,16
73097,4057,7,6,1
73025,2237,7,7,0
73113,3444,1,1,0
73313,9,3,3,0
73233,2580,1,1,0
73242,1795,15,4,11
73147,2260,1,1,0
73161,1685,5,3,2
73050,8393,10,7,3
73183,7644,24,14,10
73032,2086,13,11,2
73180,5157,4,4,0
73207,1186,4,3,1
73048,74,1,1,0
73269,2668,5,5,0
73175,2403,3,3,0
73017,3618,8,8,0
73070,1999,7,7,0
73259,2290,4,4,0
73156,3498,7,7,0
73272,2692,1,1,0
73001,2342,1,0,1
73160,28047,25,10,15
73098,3096,9,5,4
73019,3103,20,16,4
73258,2564,1,0,1
73007,2150,10,6,4
73079,3051,5,5,0
73153,3532,8,3,5
73221,1715,4,3,1
73218,1490,4,2,2
73110,2633,6,4,2
73247,3017,12,11,1
73253,2366,6,4,2
73168,1867,2,2,0
73149,4068,4,4,0
73077,5792,4,4,0
73311,1022,1,1,0
73040,4853,4,1,3
73299,3125,1,1,0
73090,2409,4,2,2
73084,2949,6,5,1
73081,3890,7,3,4
73228,1904,3,2,1
73139,2867,3,3,0
73196,3062,11,7,4
73309,3035,3,3,0
73324,2246,1,1,0
73252,1000,1,1,0
73152,2725,1,1,0
73063,2247,5,5,0
73327,1753,6,4,2
73189,5088,4,3,1
73036,5370,7,5,2
73131,3402,3,1,2
73075,2971,5,5,0
73092,5778,1,1,0
73012,1546,3,3,0
73234,3571,3,3,0
73315,1932,5,3,2
73289,2092,3,3,0
73208,8063,17,15,2
73014,5907,4,4,0
73273,3188,5,5,0
73256,2656,1,1,0
73298,2535,5,4,1
73254,4403,4,4,0
73323,3705,6,4,2
73310,3953,5,5,0
73078,2858,2,2,0
73170,2468,6,6,0
73068,2690,3,3,0
73210,2577,2,2,0
73230,2079,2,0,2
73173,2193,6,2,4
73265,970,1,1,0
73314,1821,3,3,0
73216,1816,3,3,0
73020,2853,1,1,0
73166,232,1,1,0
73133,3667,1,1,0
73326,3873,8,5,3
73033,2386,1,1,0
73091,16717,9,9,0
73308,2138,3,3,0
73200,1527,2,2,0
73053,2566,3,3,0
73039,3224,2,2,0
73162,2021,4,4,0
73220,1469,4,4,0
73073,3570,3,3,0
73188,3546,2,2,0
73047,7039,5,2,3
73190,4423,4,2,2
73320,1656,2,2,0
73276,2000,1,1,0
73099,2516,5,2,3
73122,3444,1,1,0
73049,2917,2,2,0
73202,4085,1,1,0
73022,3129,3,3,0
73005,2561,1,1,0
73145,4091,1,1,0
73120,2030,1,1,0
73297,2898,2,2,0
73041,1111,1,0,1
73302,2861,1,1,0
74010,10034,440,28,412
74225,3294,33,7,26
74213,4979,29,5,24
74298,4130,37,6,31
74079,9873,7,3,4
74280,4220,19,5,14
74243,4468,43,2,41
74108,5466,2,2,0
74123,3327,21,10,11
74012,3808,138,7,131
74008,3586,19,1,18
74094,3914,15,10,5
74145,3156,1,1,0
74282,5262,17,13,4
74061,4788,2,0,2
74303,5218,6,3,3
74031,10578,21,8,13
74275,10946,7,3,4
74075,3193,1,1,0
74016,5797,12,5,7
74147,3646,3,2,1
74133,3572,46,4,42
74104,4168,12,8,4
74305,3915,33,4,29
74239,9041,7,0,7
74299,46117,13,6,7
74080,10075,13,3,10
74211,4515,12,10,2
74131,3186,2,2,0
74101,4323,4,4,0
74310,3838,1,1,0
74267,6839,13,8,5
74229,5602,14,12,2
74185,3806,5,2,3
74069,5055,2,1,1
74074,2703,3,3,0
74006,4675,7,2,5
74288,5424,30,9,21
74309,4348,20,4,16
74167,2772,7,4,3
74141,3016,3,2,1
74003,6069,1,1,0
74242,14628,21,10,11
74096,4282,14,6,8
74137,5152,15,4,11
74170,4205,1,1,0
74112,5164,25,11,14
74082,5284,16,5,11
74272,5394,11,7,4
74193,3496,6,2,4
74269,3094,11,5,6
74285,1560,2,2,0
